Chromosome	Transposon Position	Transposon	Region	Transcript Name	Gene Name	Biotype	Phenotype	GO Annotation	Number of Strains	Strains
X	5365468	Tc1	promoter	F35C8.5	NA	protein_coding	NA	GO:0005506,GO:0006633,GO:0016491,GO:0055114	1	CB4851
X	5365468	Tc1	promoter	F35C8.7	chtl-1	protein_coding	sterile,sick,sterile progeny,lethal,larval arrest	GO:0002119,GO:0000003,GO:0000003,GO:0000003,GO:0040002,GO:0002119,GO:0000003,GO:0040002,GO:0002119,GO:0000003,GO:0000003,GO:0040035	1	CB4851
X	5373750	Tc1	intron	F35C8.8	NA	protein_coding	NA	NA	1	CB4851
X	5384820	LTRCER1	intergenic	NA	NA	NA	NA	NA	2	JU1246,JU1580
X	5405834	Tc1	intron	C03F11.4	NA	protein_coding	NA	NA	1	CB4851
X	5447741	Tc1	three_prime_UTR	C25F6.7	NA	protein_coding	NA	NA	1	CB4851
X	5497631	MARINER2	intron	T23F2.2	NA	protein_coding	NA	GO:0003735,GO:0005622,GO:0005840,GO:0006412	2	BRC20067,GXW1
X	5585100	Tc1	three_prime_UTR	F14D12.4	mec-2	protein_coding	NA	GO:0007638,GO:0009612,GO:0032589,GO:0043005,GO:0016020	1	CB4851
X	5612692	Tc3	promoter	F14D12.6	octr-1	protein_coding	NA	GO:0004989,GO:0045824,GO:0071927,GO:1900101,GO:0004930,GO:0007186,GO:0016021	1	NIC195
X	5657965	MARINER2	intergenic	NA	NA	NA	NA	NA	2	ECA36,QX1211
X	5702677	Tc3	intergenic	NA	NA	NA	NA	NA	3	CB4853,CB4857,CX11285
X	5735288	Tc3	intergenic	NA	NA	NA	NA	NA	2	JU2464,NIC269
X	5800151	LTRCER1	promoter	F46G11.4	NA	protein_coding	NA	NA	1	NIC262
X	5810092	MARINER2	intergenic	NA	NA	NA	NA	NA	2	CX11264,CX11307
X	5849864	Tc3	intron	W06B11.1	atat-2	protein_coding	NA	GO:0001966,GO:0004468,GO:0006473,GO:0019799,GO:0071929	2	JU397,JU440
X	5986862	Tc3	intron	F22F4.3	klp-13	protein_coding	NA	GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0005871	78	AB1,BRC20067,CB4852,CB4854,CB4855,CB4858,CX11262,CX11271,CX11276,CX11285,CX11292,CX11315,DL226,ED3005,ED3011,ED3012,ED3017,ED3040,ED3046,ED3048,ED3049,ED3052,ED3073,ED3077,EG4347,EG4349,EG4725,EG4946,GXW1,JT11398,JU1088,JU1172,JU1200,JU1400,JU1409,JU1440,JU1491,JU1652,JU1896,JU2007,JU2316,JU2466,JU2513,JU2522,JU561,JU751,JU774,JU778,JU782,JU830,KR314,LKC34,MY10,MY1,NIC195,NIC1,NIC207,NIC231,NIC236,NIC242,NIC255,NIC256,NIC259,NIC271,NIC275,NIC2,PB303,PS2025,PX179,QG536,QW947,QX1212,QX1233,QX1791,QX1792,RC301,WN2001,WN2002
X	5991489	Tc3	intron	F22F4.3	klp-13	protein_coding	NA	GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0005871	2	ECA36,QX1211
X	6094414	LTRCER1	CDS	C15H9.5	NA	protein_coding	NA	GO:0016021	1	PX179
X	6122061	LTRCER1	promoter	C15H9.1	nnt-1	protein_coding	NA	GO:0005739,GO:0010467,GO:0008750,GO:0016021,GO:0050661,GO:0055114,GO:0008746,GO:0015992	9	JU2316,JU2522,JU782,NIC236,NIC242,NIC256,NIC259,NIC271,WN2002
X	6199505	Tc1	intron	T13C5.1	daf-9	protein_coding	larval arrest	GO:0000003,GO:0005737,GO:0007267,GO:0008340,GO:0018996,GO:0030334,GO:0040024,GO:0040025,GO:0043025,GO:0043053,GO:0048471,GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0002119,GO:0002119,GO:0002119	1	CB4851
X	6250001	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	6256310	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	6287330	LINE2D	intron	T07H6.5	lev-9	protein_coding	NA	GO:0005615,GO:0005576,GO:0030414	1	JU1088
X	6321763	Tc1	intron	T10E10.4	NA	protein_coding	NA	GO:0005576,GO:0006030,GO:0008061	1	CB4851
X	6340607	Tc1	promoter	C03B1.7	NA	protein_coding	NA	NA	1	JU1200
X	6353171	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	6370916	Tc4v	intron	C03B1.2	NA	protein_coding	NA	GO:0040011	1	CB4851
X	6392706	Tc3	promoter	T22E5.7	NA	protein_coding	NA	NA	2	CB4856,DL238
X	6417044	Tc1	promoter	T22E5.6	NA	protein_coding	NA	NA	1	CB4851
X	6467312	MARINER5	CDS	C15B12.3	NA	protein_coding	NA	NA	1	MY23
X	6470455	Tc1	three_prime_UTR	C15B12.4	NA	protein_coding	NA	NA	9	JU2316,JU2519,JU2526,JU775,NIC258,NIC260,NIC261,NIC262,NIC265
X	6523316	Tc3	intron	F22A3.5	ceh-60	protein_coding	sterile,embryonic lethal	GO:0003677,GO:0006355,GO:0019915,GO:0019915,GO:0019915,GO:0019915,GO:0009792,GO:0000003	1	ED3048
X	6603719	Tc3	promoter	F23G4.1	NA	protein_coding	NA	GO:0016021	74	AB1,BRC20067,CB4852,CB4854,CB4855,CB4858,CX11264,CX11271,CX11276,CX11285,CX11292,CX11314,DL226,ED3011,ED3012,ED3017,ED3040,ED3046,ED3049,ED3052,ED3073,ED3077,EG4347,EG4349,EG4725,EG4946,GXW1,JT11398,JU1088,JU1200,JU1400,JU1409,JU1440,JU1491,JU1896,JU2007,JU2464,JU2466,JU2513,JU2522,JU561,JU751,JU774,JU778,JU782,KR314,LKC34,MY10,MY1,MY23,NIC195,NIC1,NIC207,NIC231,NIC236,NIC256,NIC259,NIC275,NIC2,PB303,PS2025,PX179,QG536,QG556,QG557,QX1212,QX1233,QX1791,QX1792,QX1793,QX1794,RC301,WN2001,WN2002
X	6639702	Tc5	intron	C25B8.6	nhr-120	protein_coding	NA	GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0043401,GO:0008270,GO:0043565	3	CX11315,JU346,JU642
X	6711849	Tc1	intron	K11G12.7	acr-3	protein_coding	NA	GO:0005230,GO:0006811,GO:0015464,GO:0004889,GO:0005216,GO:0016021,GO:0045211,GO:0016020,GO:0006810	2	ECA36,QX1211
X	6760758	MIRAGE1	intron	R03E9.3	abts-4	protein_coding	NA	GO:0016323,GO:0005452,GO:0006820,GO:0016020,GO:0016021,GO:0008509,GO:0005215,GO:0006810	1	JU2464
X	6798716	Tc1	promoter	M03A8.3	NA	protein_coding	NA	NA	1	CB4851
X	6833300	MAR_CE	intron	F41B4.2	NA	protein_coding	NA	GO:0018991	37	AB1,CB4851,CB4852,CB4932,CX11264,CX11285,CX11292,DL238,ED3012,ED3017,ED3046,EG4347,EG4724,EG4946,GXW1,JU1200,JU1400,JU1491,JU1530,JU1586,JU2001,JU394,JU440,JU774,JU782,LSJ1,MY16,MY1,NIC1,PB306,PX179,QG536,QX1211,QX1212,QX1791,QX1793,RC301
X	6867857	LTRCER1	promoter	C53B7.5	odr-10	protein_coding	NA	GO:0004930,GO:0005887,GO:0007186,GO:0030425,GO:0031513,GO:0038022,GO:0042048,GO:0043025,GO:0050907,GO:0050918	1	DL238
X	6915255	Tc1	intron	F14B8.1	nhx-4	protein_coding	embryonic lethal	GO:0006814,GO:0006885,GO:0015385,GO:0016021,GO:0055085,GO:0006812,GO:0015299,GO:0009792	1	CB4851
X	6946583	Tc1	intron	C16E9.4	inx-1	protein_coding	NA	GO:0005921	1	CB4851
X	7030616	Tc1	three_prime_UTR	R173.3	NA	protein_coding	NA	NA	1	CB4851
X	7095495	MARINCE1	intron	C36B7.5	NA	protein_coding	NA	NA	7	JU2316,JU2519,JU2526,JU775,NIC258,NIC261,NIC265
X	7279988	Tc1	intron	T10A3.1	unc-10	protein_coding	NA	GO:0005509,GO:0007271,GO:0007617,GO:0007626,GO:0008022,GO:0008104,GO:0016082,GO:0017137,GO:0030421,GO:0030424,GO:0030742,GO:0032224,GO:0040011,GO:0040018,GO:0043050,GO:0043051,GO:0048786,GO:0050806,GO:0005515,GO:0006886,GO:0040011	1	CB4851
X	7279988	Tc1	gene	T10A3.5	NA	other	NA	NA	1	CB4851
X	7281902	Tc1	promoter	T10A3.1	unc-10	protein_coding	NA	GO:0005509,GO:0007271,GO:0007617,GO:0007626,GO:0008022,GO:0008104,GO:0016082,GO:0017137,GO:0030421,GO:0030424,GO:0030742,GO:0032224,GO:0040011,GO:0040018,GO:0043050,GO:0043051,GO:0048786,GO:0050806,GO:0005515,GO:0006886,GO:0040011	1	CB4851
X	7365790	MARINER2	CDS	C56G3.2	NA	protein_coding	NA	GO:0016491,GO:0055114	1	QX1211
X	7386343	Tc1	intron	C56G3.1	npr-8	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021,GO:0004983	1	CB4851
X	7425606	MARINCE1	promoter	C10A4.8	mnm-2	protein_coding	NA	GO:0046872,GO:0003676,GO:0007411	2	ECA36,QX1211
X	7431409	Tc3	promoter	C01C10.1	clc-2	protein_coding	NA	GO:0005886,GO:0090136,GO:0016021	1	JU778
X	7594571	Tc1	intron	F08C6.1	adt-2	protein_coding	late larval arrest,slow growth,larval arrest	GO:0008340,GO:0008361,GO:0030199,GO:0040018,GO:0004222,GO:0006508,GO:0008270,GO:0008237,GO:0010171,GO:0040011,GO:0002119,GO:0010171,GO:0040011,GO:0018996,GO:0040018,GO:0008340,GO:0043652	1	CB4851
X	7604282	Tc1	intron	C44E12.3	twk-17	protein_coding	NA	GO:0005267,GO:0016020,GO:0071805	1	CB4851
X	7628979	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	7633578	Tc1A	intron	F26A10.2	NA	protein_coding	slow growth,maternal sterile,sterile progeny	GO:0046872,GO:0003676,GO:0040011,GO:0000003,GO:0000003,GO:0000003,GO:0006898	1	CB4851
X	7633613	Tc1	intron	F26A10.2	NA	protein_coding	slow growth,maternal sterile,sterile progeny	GO:0046872,GO:0003676,GO:0040011,GO:0000003,GO:0000003,GO:0000003,GO:0006898	1	CB4851
X	7729273	LTRCER1	CDS	K09F5.2	vit-1	protein_coding	NA	GO:0005319,GO:0006869	1	JU346
X	7750433	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	7761197	Tc1A	intergenic	NA	NA	NA	NA	NA	7	JU258,NIC266,NIC267,NIC268,NIC269,NIC272,NIC276
X	7899815	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	JU2513
X	7906847	Tc1	promoter	C39D10.1	NA	protein_coding	NA	NA	1	CB4851
X	7933281	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	7991087	IR1_CE	intron	F45E1.7	sdpn-1	protein_coding	NA	GO:0055037,GO:0005515	41	CB4852,CB4855,CB4858,CX11264,CX11271,CX11292,DL200,ED3012,ED3017,ED3040,ED3046,ED3049,ED3073,ED3077,EG4724,EG4946,JU1200,JU1409,JU1491,JU1530,JU1580,JU1586,JU1896,JU2001,JU2007,JU310,JU346,JU642,MY16,MY18,MY1,NIC1,NIC2,NIC3,PB303,PS2025,PX179,QG536,QX1212,QX1793,RC301
X	8109505	Tc3	promoter	K07E3.1	NA	protein_coding	NA	NA	1	JU1491
X	8125982	Tc1	intron	C02B8.5	frpr-1	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021	1	CB4851
X	8131214	MARINER2	promoter	C02B8.5	frpr-1	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021	2	ECA36,QX1211
X	8140544	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	8175172	MARINER2	intron	C17H11.1	NA	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021	1	QX1211
X	8208287	Tc3	intergenic	NA	NA	NA	NA	NA	2	ED3012,JU1200
X	8211323	NPAL5A_CE	promoter	C47D2.2	cdd-1	protein_coding	NA	GO:0003723,GO:0004126,GO:0005622,GO:0006217,GO:0009451,GO:0016070,GO:0047844,GO:0008270,GO:0016787,GO:0009972,GO:0003824	5	CB4853,CB4857,MY23,QX1793,QX1794
X	8218364	Tc3	intergenic	NA	NA	NA	NA	NA	4	CX11254,CX11264,CX11307,JU1400
X	8220339	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	8222234	MARINER2	intergenic	NA	NA	NA	NA	NA	87	AB1,BRC20067,CB4852,CB4853,CB4855,CB4857,CB4858,CX11254,CX11262,CX11264,CX11271,CX11285,CX11292,CX11307,CX11314,CX11315,DL226,ED3005,ED3011,ED3012,ED3017,ED3040,ED3046,ED3048,ED3049,ED3052,ED3073,ED3077,EG4347,EG4349,EG4724,EG4725,EG4946,GXW1,JT11398,JU1088,JU1200,JU1400,JU1409,JU1440,JU1491,JU1652,JU1896,JU2007,JU2464,JU2513,JU2522,JU360,JU561,JU751,JU774,JU778,JU782,JU830,KR314,LKC34,MY10,MY1,MY23,NIC195,NIC207,NIC231,NIC255,NIC256,NIC259,NIC261,NIC262,NIC271,NIC275,NIC2,PB303,PB306,PS2025,PX179,QG2075,QG536,QG556,QG557,QW947,QX1212,QX1233,QX1791,QX1792,QX1793,QX1794,RC301,WN2002
X	8250172	Tc4v	intron	M60.6	NA	protein_coding	NA	GO:0016021	2	ECA36,QX1211
X	8254378	Tc1	promoter	M60.6	NA	protein_coding	NA	GO:0016021	1	ECA36
X	8314896	PAL3A_CE	promoter	R09F10.10	srh-13	pseudogene	NA	NA	1	NIC3
X	8348544	Tc3	three_prime_UTR	F55E10.7	npr-28	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021	1	NIC275
X	8358361	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	QG556
X	8430786	Tc1	promoter	F08F1.1	kin-9	protein_coding	NA	GO:0004672,GO:0006468,GO:0016772,GO:0004713	1	CB4851
X	8478927	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	8553335	Tc3	intron	D2021.2	dhhc-14	protein_coding	NA	GO:0008270,GO:0005515	1	JU774
X	8610074	Tc3	promoter	K01A12.4	NA	protein_coding	NA	NA	65	AB1,CB4852,CB4854,CB4855,CB4858,CX11262,CX11271,CX11285,CX11292,CX11314,DL226,ED3005,ED3011,ED3012,ED3017,ED3040,ED3046,ED3048,ED3049,ED3052,ED3073,ED3077,EG4347,EG4349,EG4724,EG4725,EG4946,GXW1,JU1088,JU1200,JU1409,JU1440,JU1491,JU1652,JU1896,JU2007,JU2464,JU2522,JU360,JU751,JU774,JU778,JU782,JU830,KR314,LKC34,MY10,NIC195,NIC231,NIC255,NIC256,NIC261,NIC262,NIC271,NIC2,PB303,PS2025,PX179,QG2075,QG536,QW947,QX1212,QX1233,RC301,WN2002
X	8629472	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	8692771	Tc1A	intergenic	NA	NA	NA	NA	NA	14	CX11254,CX11264,CX11307,JU258,MY1,NIC252,NIC266,NIC267,NIC268,NIC269,NIC272,NIC274,NIC276,QG556
X	8712553	Tc3	intergenic	NA	NA	NA	NA	NA	1	JU774
X	8738997	Tc1	promoter	M02D8.2	NA	protein_coding	NA	NA	1	CB4851
X	8738997	Tc1	promoter	M02D8.3	NA	protein_coding	NA	NA	1	CB4851
X	8753548	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	NIC272
X	8758733	Tc1	intron	M02D8.5	NA	protein_coding	NA	NA	1	CB4851
X	8894337	MARINER2	intron	C13E3.1	NA	protein_coding	NA	NA	74	AB1,BRC20067,CB4852,CB4854,CB4858,CX11254,CX11264,CX11271,CX11276,CX11285,CX11292,CX11307,CX11314,CX11315,DL226,ED3005,ED3011,ED3012,ED3017,ED3040,ED3046,ED3048,ED3049,ED3052,ED3073,ED3077,EG4347,EG4349,EG4724,EG4725,EG4946,GXW1,JT11398,JU1088,JU1172,JU1200,JU1409,JU1491,JU1652,JU1896,JU2007,JU2464,JU2513,JU360,JU561,JU751,JU774,JU778,JU782,JU830,KR314,LKC34,MY10,NIC195,NIC207,NIC231,NIC236,NIC255,NIC256,NIC261,NIC271,NIC275,NIC2,PB303,PS2025,PX179,QG2075,QG536,QG557,QW947,QX1212,QX1233,QX1792,RC301
X	8908029	Tc1	promoter	D1009.3	NA	protein_coding	NA	NA	1	CB4851
X	8927483	MARINER2	intergenic	NA	NA	NA	NA	NA	1	JU1088
X	8985736	Tc3	intergenic	NA	NA	NA	NA	NA	2	PB303,RC301
X	9010186	HELITRON1_CE	CDS	C24A3.9	NA	protein_coding	NA	NA	1	WN2001
X	9022809	Tc4v	five_prime_UTR	T25B6.6	NA	protein_coding	NA	NA	3	ECA36,QW947,QX1211
X	9040023	Tc1	promoter	T25B6.1	NA	protein_coding	NA	NA	1	CB4851
X	9069776	Tc3	intron	F47E1.17	NA	protein_coding	NA	NA	53	AB1,CB4852,CX11276,CX11285,CX11315,DL226,ED3011,ED3012,ED3017,ED3040,ED3046,ED3048,ED3049,ED3052,ED3073,ED3077,EG4349,EG4724,EG4725,GXW1,JT11398,JU1088,JU1200,JU1409,JU1440,JU1491,JU1652,JU1896,JU2007,JU2464,JU2522,JU360,JU561,JU751,JU774,JU782,JU830,KR314,LKC34,MY10,NIC195,NIC207,NIC231,NIC236,NIC255,NIC256,NIC259,NIC262,NIC271,NIC2,PB303,PX179,RC301
X	9074375	Tc3	intron	F47E1.1	NA	protein_coding	NA	NA	1	ED3040
X	9090061	MARINER2	intron	H08J11.2	NA	protein_coding	NA	NA	1	PB306
X	9094017	MARINER2	intron	H08J11.2	NA	protein_coding	NA	NA	2	JU775,WN2001
X	9127612	Tc1	intergenic	NA	NA	NA	NA	NA	8	JU2519,JU2526,JU775,NIC199,NIC251,NIC258,NIC265,WN2001
X	9156591	Tc1	intron	B0563.4	tmbi-4	protein_coding	NA	NA	1	CB4851
X	9197269	Chapaev-1_CE	intergenic	NA	NA	NA	NA	NA	4	ED3046,ED3049,MY10,NIC252
X	9387495	Tc1	intron	C23F12.4	NA	protein_coding	NA	NA	1	CB4851
X	9504702	Tc1	intron	ZK899.8	gap-2	protein_coding	maternal sterile	GO:0005515,GO:0005096,GO:0005622,GO:0051056,GO:0007165,GO:0000003	1	CB4851
X	9518152	LTRCER1	promoter	C07B5.2	NA	protein_coding	NA	NA	1	JU393
X	9518152	LTRCER1	promoter	C07B5.6	NA	protein_coding	NA	NA	1	JU393
X	9536539	Tc5	three_prime_UTR	C07B5.4	NA	protein_coding	NA	NA	4	JU1530,JU310,NIC277,NIC3
X	9597217	Tc2	intergenic	NA	NA	NA	NA	NA	1	JU367
X	9599341	LTRCER1	gene	C11E4.9	NA	other	NA	NA	2	CB4853,CB4857
X	9670550	LTRCER1	promoter	T14B1.1	NA	protein_coding	NA	GO:0019915	3	MY23,QX1792,QX1794
X	9718248	MARINER2	intron	F15G9.4	him-4	protein_coding	NA	GO:0002009,GO:0005604,GO:0008406,GO:0045132,GO:0005515,GO:0005509,GO:0018991,GO:0040011,GO:0018991,GO:0040011,GO:0040035	2	CX11254,CX11307
X	9735586	Tc3	intron	F15G9.4	him-4	protein_coding	NA	GO:0002009,GO:0005604,GO:0008406,GO:0045132,GO:0005515,GO:0005509,GO:0018991,GO:0040011,GO:0018991,GO:0040011,GO:0040035	1	ED3040
X	9735586	Tc3	intron	F15G9.5	NA	protein_coding	NA	NA	1	ED3040
X	9737930	Tc1	intron	F15G9.4	him-4	protein_coding	NA	GO:0002009,GO:0005604,GO:0008406,GO:0045132,GO:0005515,GO:0005509,GO:0018991,GO:0040011,GO:0018991,GO:0040011,GO:0040035	1	CB4851
X	9737930	Tc1	promoter	F15G9.5	NA	protein_coding	NA	NA	1	CB4851
X	9742221	WBT00000074	intron	F15G9.4	him-4	protein_coding	NA	GO:0002009,GO:0005604,GO:0008406,GO:0045132,GO:0005515,GO:0005509,GO:0018991,GO:0040011,GO:0018991,GO:0040011,GO:0040035	2	PB306,QX1793
X	9903677	Tc3	intergenic	NA	NA	NA	NA	NA	16	EG4725,JU1491,JU2519,JU2522,JU778,JU782,LKC34,NIC195,NIC236,NIC256,NIC259,NIC261,NIC262,NIC271,QX1792,WN2002
X	10004325	LTRCER1	intron	F19C6.2	NA	protein_coding	NA	NA	1	JU1440
X	10034351	Tc3	intergenic	NA	NA	NA	NA	NA	1	NIC268
X	10076908	Tc1	promoter	ZC373.7	col-176	protein_coding	NA	GO:0042302,GO:0010171	9	EG4725,JU2526,JU775,NIC199,NIC251,NIC258,NIC260,NIC265,WN2001
X	10141472	Tc1	CDS	F09B9.1	oac-14	protein_coding	slow growth	GO:0016747	1	CB4851
X	10168605	MIRAGE1	intron	C07A4.1	tiar-3	protein_coding	embryonic lethal	GO:0003676,GO:0000166,GO:0009792,GO:0009792	4	JU1246,JU1580,JU1581,JU393
X	10173665	Tc1A	intron	C07A4.2	NA	protein_coding	NA	NA	1	CB4851
X	10174938	Tc1	promoter	C07A4.3	NA	protein_coding	NA	NA	1	CB4851
X	10207859	MARINER2	intergenic	NA	NA	NA	NA	NA	3	ECA36,QW947,QX1211
X	10221630	MARINER2	intron	C14H10.3	NA	protein_coding	NA	GO:0016831,GO:0019752,GO:0030170,GO:0003824	4	JU2316,JU775,NIC199,WN2001
X	10230253	PALNN1_CE	intergenic	NA	NA	NA	NA	NA	1	QX1793
X	10230256	CEMUDR1	intergenic	NA	NA	NA	NA	NA	1	QX1793
X	10235146	HELITRONY1A_CE	intron	C14H10.1	NA	protein_coding	NA	GO:0016020,GO:0030001,GO:0046873,GO:0055085	1	DL238
X	10278814	Tc1	promoter	F41E7.1	NA	protein_coding	NA	GO:0006812,GO:0015299,GO:0016021,GO:0055085,GO:0018996,GO:0040011	1	QX1794
X	10284494	Tc1	intron	F41E7.3	npr-6	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021,GO:0004983	1	CB4851
X	10292215	Tc3	intergenic	NA	NA	NA	NA	NA	1	CB4853
X	10306890	Tc1	three_prime_UTR	F41E7.8	cnc-8	protein_coding	NA	NA	1	CB4851
X	10411786	Tc3	promoter	ZC504.2	acr-8	protein_coding	NA	GO:0004889,GO:0005216,GO:0006811,GO:0016021,GO:0045211,GO:0016020,GO:0005230,GO:0006810	1	EG4724
X	10422441	Tc1	intron	ZC504.4	mig-15	protein_coding	NA	GO:0000003,GO:0002119,GO:0010171,GO:0033563,GO:0048812,GO:0004672,GO:0005524,GO:0006468,GO:0005083,GO:0016772,GO:0019915,GO:0019915,GO:0016477,GO:0016477,GO:0016477,GO:0016477,GO:0040035,GO:0040011,GO:0040035,GO:0040039,GO:0006898,GO:0048675	1	CB4851
X	10446415	LTRCER1	promoter	C39B10.5	NA	protein_coding	NA	NA	1	NIC269
X	10496576	Tc1	CDS	C33D3.5	NA	protein_coding	NA	NA	1	CB4851
X	10522281	Tc1	intron	F14F3.3	mboa-7	protein_coding	NA	GO:0002119,GO:0006661,GO:0018991,GO:0035264,GO:0043231	1	CB4851
X	10549517	Tc1	CDS	F59F5.6	syd-2	protein_coding	NA	GO:0005737,GO:0007274,GO:0007626,GO:0008088,GO:0008104,GO:0018991,GO:0030159,GO:0030424,GO:0042803,GO:0043113,GO:0045202,GO:0048786,GO:0050803,GO:0050808,GO:0097445,GO:0005515	1	CB4851
X	10585113	Tc1	intron	F57C7.4	NA	protein_coding	NA	NA	1	QX1793
X	10600267	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	10614257	Tc1	intron	M79.1	abl-1	protein_coding	NA	GO:0000077,GO:0004715,GO:0005515,GO:0005737,GO:0006915,GO:0007283,GO:0010212,GO:0030336,GO:0043066,GO:0043518,GO:0050829,GO:0050832,GO:1901075,GO:0004672,GO:0006468,GO:0016772,GO:0005524,GO:0004713,GO:0006915	1	CB4851
X	10632248	LTRCER1	intergenic	NA	NA	NA	NA	NA	2	ED3046,ED3049
X	10691119	MARINER2	promoter	F13E6.4	yap-1	protein_coding	NA	GO:0005515,GO:0040035	1	PB306
X	10785275	Tc1A	promoter	T05A10.2	clc-4	protein_coding	NA	GO:0090136	1	CB4851
X	10789309	LTRCER1	intron	T05A10.3	ttr-14	protein_coding	sterile,maternal sterile,larval lethal	GO:0005615,GO:0000003,GO:0002119,GO:0000003,GO:0006898,GO:0006898,GO:0000003,GO:0008406,GO:0016477	1	JU1581
X	10864727	Tc1	promoter	T21E8.3	pgp-8	protein_coding	NA	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0016887	1	CB4851
X	10878457	Tc1	promoter	T21E8.1	pgp-6	protein_coding	NA	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0016887	1	CB4851
X	10940328	NTc2A	intron	T21B6.2	pho-7	protein_coding	NA	GO:0003993	1	QX1211
X	10941613	Tc1	promoter	T21B6.2	pho-7	protein_coding	NA	GO:0003993	1	CB4851
X	10988326	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	JU2513
X	11050180	Tc1	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	11118616	Tc1	promoter	R08B4.5	NA	protein_coding	NA	NA	1	CB4851
X	11599055	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	11603333	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	11629895	Tc1	promoter	Y71H9A.10	NA	protein_coding	NA	NA	1	CB4851
X	11639360	Tc4v	intergenic	NA	NA	NA	NA	NA	1	QX1793
X	11752355	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	11755454	Tc3	intron	C40H5.2	NA	protein_coding	NA	GO:0005515,GO:0005509	4	ED3012,EG4724,JU1200,JU2007
X	11910850	Tc1A	promoter	Y62H9A.15	NA	protein_coding	NA	NA	1	EG4725
X	11955776	Tc1	intron	T08D10.3	NA	protein_coding	NA	NA	1	JU2001
X	11968788	MIRAGE1	intron	C49F5.1	sams-1	protein_coding	sterile,sterile progeny,maternal sterile,sick,slow growth,early larval arrest	GO:0005829,GO:0010888,GO:0004478,GO:0005524,GO:0006556,GO:0040018,GO:0000003,GO:0040011,GO:0040011,GO:0000003,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0006412,GO:0000003,GO:0000003,GO:0019915,GO:0006629	1	JU847
X	12026289	RTransposon1	intergenic	NA	NA	NA	NA	NA	8	CB4851,JT11398,JU1212,JU367,JU394,JU406,MY10,QX1791
X	12042292	Tc3	intergenic	NA	NA	NA	NA	NA	2	ECA36,QX1211
X	12047382	Tc1	CDS	B0198.3	NA	protein_coding	NA	GO:0004672,GO:0006468,GO:0016772	1	CB4851
X	12056841	HAT1_CE	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	12068053	Tc9	promoter	C15A7.4	lgc-24	protein_coding	NA	GO:0006811,GO:0016021,GO:0005230,GO:0006810,GO:0016020	1	EG4725
X	12082680	Tc1	intron	W03G11.4	NA	protein_coding	NA	NA	33	CB4855,CB4932,DL200,ED3017,ED3046,ED3049,JU1213,JU1242,JU1400,JU1409,JU1530,JU1568,JU2464,JU2526,JU310,JU311,JU323,JU397,JU792,JU847,MY10,MY16,MY18,NIC166,NIC199,NIC1,NIC251,NIC277,NIC3,PB306,QX1233,QX1792,WN2001
X	12162714	Tc4v	intergenic	NA	NA	NA	NA	NA	1	NIC251
X	12209120	Tc2	intron	C23H4.1	cab-1	protein_coding	larval arrest,embryonic lethal	GO:0005623,GO:0007268,GO:0016021,GO:0009792,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792	6	CB4851,JT11398,JU1212,JU367,JU394,JU406
