chromosome	clone	start	end	strain
IV	WRM0623aE09	13763154	13799415	N2
IV	WRM0620aG12	13808620	13840918	N2
IV	WRM0638cG02	13842986	13876935	N2
IV	WRM0616cC06	13850857	13886045	N2
IV	WRM0640bD11	13853596	13887280	N2
IV	WRM0615cE09	13954631	13988019	N2
IV	WRM062bH10	13954702	13981825	N2
IV	WRM067aD04	13971581	14005090	N2
IV	WRM067bC04	13985331	14017925	N2
IV	WRM0619dE12	13997384	14030131	N2
IV	WRM0634bF10	14003548	14039634	N2
IV	WRM0631dC06	14011692	14048864	N2
IV	WRM0628aF10	14027416	14057916	N2
IV	WRM0614cF04	14027419	14057875	N2
IV	WRM0639bE10	14063386	14099768	N2
IV	WRM0635dF03	14083945	14114844	N2
IV	WRM0629cF09	14093075	14125824	N2
IV	WRM0631aD07	14100022	14132798	N2
IV	WRM0614bA06	14109383	14146306	N2
IV	WRM0622aC08	14110317	14144686	N2
IV	WRM0625cB02	14118274	14142466	N2
IV	WRM069dG11	14133289	14161852	N2
IV	WRM0626aC09	14147842	14180073	N2
IV	WRM0626cF11	14171371	14205330	N2
IV	WRM0618cE02	14176207	14211621	N2
IV	WRM063bF11	14178853	14214483	N2
IV	WRM0637bG07	14192208	14225943	N2
IV	WRM065dE07	14196483	14231054	N2
IV	WRM0636cD04	14200246	14234922	N2
IV	WRM066cH11	14202810	14237601	N2
IV	WRM0624aD02	14205169	14236316	N2
IV	WRM0624dB11	14218198	14249704	N2
IV	WRM0622bD09	14218978	14255227	N2
IV	WRM061dE01	14231757	14263283	N2
IV	WRM0628dC04	14238627	14271707	N2
IV	WRM0640cD11	14247831	14278840	N2
IV	WRM0616aE08	14249508	14281914	N2
IV	WRM0611cG08	14249878	14282641	N2
IV	WRM0622cB11	14255670	14288162	N2
IV	WRM0629aH01	14260858	14295543	N2
IV	WRM0634bA12	14270125	14299894	N2
IV	WRM0618cA09	14271137	14307675	N2
IV	WRM0610dE08	14294365	14326492	N2
IV	WRM0633dD11	14320725	14358005	N2
IV	WRM0624aD06	14360458	14389956	N2
IV	WRM0621aH05	14376150	14409199	N2
IV	WRM0610aG11	14417267	14454991	N2
IV	WRM0622dH07	14423324	14456493	N2
IV	WRM0629bD03	14473031	14503607	N2
IV	WRM0613aE08	14501725	14537143	N2
IV	WRM0638cE12	14513854	14548675	N2
IV	WRM0616dD10	14519748	14551115	N2
IV	WRM0616aA10	14522288	14558363	N2
IV	WRM0620cH03	14537246	14570359	N2
IV	WRM0613aA05	14542689	14579261	N2
IV	WRM0612aA02	14581167	14614890	N2
IV	WRM0617cD09	14589479	14621403	N2
IV	WRM0632cG06	14594249	14629319	N2
IV	WRM062dC10	14600449	14630730	N2
IV	WRM0631dH06	14612224	14644986	N2
IV	WRM0623cD12	14623668	14661945	N2
IV	WRM0625cB11	14641193	14673735	N2
IV	WRM0617bD03	14660980	14694170	N2
IV	WRM0620bA12	14711933	14737946	N2
IV	WRM068bA10	14735678	14766179	N2
IV	WRM0622aD06	14736597	14771702	N2
IV	WRM0619aA07	14739790	14771805	N2
IV	WRM063cB01	14742454	14777112	N2
IV	WRM0625cC10	14781893	14822041	N2
IV	WRM0620bC02	14788009	14823780	N2
IV	WRM0621bH07	14799300	14825558	N2
IV	WRM0629dF03	14812763	14848326	N2
IV	WRM0626cH10	14817462	14851983	N2
IV	WRM062cD10	14824308	14856018	N2
IV	WRM0618dC06	14837897	14872482	N2
IV	WRM0617bF06	14851158	14882666	N2
IV	WRM0628aH09	14853376	14888826	N2
IV	WRM0619cE05	14854302	14885602	N2
IV	WRM0617dG08	14889571	14923313	N2
IV	WRM066cF03	14889917	14920174	N2
IV	WRM061bG05	14894422	14927091	N2
IV	WRM0612aB02	14896373	14930813	N2
IV	WRM0637cB12	14906170	14941907	N2
IV	WRM0612aC11	14908653	14941653	N2
IV	WRM0637dE03	14922313	14955889	N2
IV	WRM0641aG05	14937190	14972348	N2
IV	WRM067aB11	14973247	15008421	N2
IV	WRM0640aD03	15051026	15077182	N2
IV	WRM061aC02	15119887	15156113	N2
IV	WRM063cD05	15140678	15178428	N2
IV	WRM0632aH08	15181235	15206896	N2
IV	WRM0634aD03	15189193	15225099	N2
IV	WRM0641cC01	15228279	15262920	N2
IV	WRM0633cB03	15235700	15270144	N2
IV	WRM0615cG05	15259058	15290503	N2
IV	WRM0626dG08	15266881	15307325	N2
IV	WRM0613cA05	15267694	15302629	N2
IV	WRM069aD04	15273603	15313951	N2
IV	WRM0615cD07	15347900	15382149	N2
IV	WRM062aG10	15376930	15415298	N2
IV	WRM0612dB03	15491809	15524313	N2
IV	WRM0627aG10	15518542	15555556	N2
IV	WRM0638bC05	15530772	15570083	N2
IV	WRM061cA03	15536877	15569996	N2
IV	WRM0641cE09	15543981	15576800	N2
IV	WRM0619dD02	15561621	15593248	N2
IV	WRM066dC04	15568518	15600750	N2
IV	WRM0615dG10	15601026	15636393	N2
IV	WRM0639cF08	15697993	15729629	N2
IV	WRM069aB02	15724898	15757032	N2
IV	WRM0627dF03	15805563	15845639	N2
IV	WRM0633dB03	15839129	15875564	N2
IV	WRM0611dC06	15843990	15881827	N2
IV	WRM0633cH08	15905401	15938331	N2
IV	WRM0611aH08	15927665	15962780	N2
IV	WRM065bD04	15948950	15984341	N2
IV	WRM0615dA03	15954767	15991256	N2
IV	WRM0612dA05	15961976	15997602	N2
IV	WRM0628dG10	15963052	15994484	N2
IV	WRM0636cH06	15980173	16018919	N2
IV	WRM0613dE04	16009494	16036888	N2
IV	WRM0627aG02	16045790	16078752	N2
IV	WRM0625bD07	16108972	16141526	N2
IV	WRM0640bE04	16127712	16161447	N2
IV	WRM0610aE06	16138006	16170821	N2
IV	WRM0637dB08	16179477	16210186	N2
IV	WRM0626dE07	16190340	16226964	N2
IV	WRM062dE10	16190984	16226469	N2
IV	WRM0625cE03	16191973	16226996	N2
IV	WRM0624aG08	16206509	16240573	N2
IV	WRM0611bE12	16235056	16273285	N2
IV	WRM0632aB12	16236109	16268947	N2
IV	WRM0641dE08	16246294	16281297	N2
IV	WRM067aA06	16261312	16298279	N2
IV	WRM0637cE02	16261435	16297730	N2
IV	WRM064aE09	16265145	16300967	N2
IV	WRM0628cB02	16268015	16305445	N2
IV	WRM0641bC05	16285094	16322165	N2
IV	WRM0639bB12	16311172	16337156	N2
IV	WRM064cH09	16327864	16361002	N2
IV	WRM0636bE05	16328111	16365426	N2
IV	WRM067bD11	16328570	16362693	N2
IV	WRM061cC01	16329871	16364812	N2
IV	WRM062dA08	16348898	16381261	N2
IV	WRM0630bE09	16550661	16577932	N2
IV	WRM069cB05	16570784	16603583	N2
IV	WRM0614bA03	16589597	16626366	N2
IV	WRM067cH10	16664973	16695421	N2
IV	WRM0627dC06	16676826	16708443	N2
IV	WRM065dA07	16723623	16752691	N2
IV	WRM0633dG08	16725683	16755090	N2
IV	WRM0637bA03	16727227	16763982	N2
IV	WRM0625aG02	16732877	16774039	N2
IV	WRM0618dH05	16745846	16778855	N2
IV	WRM067bB02	16755836	16786249	N2
IV	WRM0628aC10	16768097	16793106	N2
IV	WRM0637cG05	16768134	16794641	N2
IV	WRM066aA08	16872192	16908518	N2
IV	WRM0621dF01	16897812	16930656	N2
IV	WRM0617bD12	17023422	17054728	N2
IV	WRM0639dA04	17142303	17180474	N2
IV	WRM0619bH06	17153566	17188832	N2
IV	WRM0632bD12	17157443	17191864	N2
IV	WRM061dG06	17177978	17212025	N2
IV	WRM0624dF06	17191473	17233522	N2
IV	WRM0636cE07	17196188	17228036	N2
IV	WRM0614dA01	17213521	17244608	N2
IV	WRM065cH03	17214357	17243906	N2
IV	WRM0634cA11	17258445	17295655	N2
IV	WRM0630dD05	17267175	17300652	N2
IV	WRM0613cB01	17274913	17309018	N2
IV	WRM063bC12	17275578	17307386	N2
IV	WRM069dH05	17277822	17307757	N2
IV	WRM0619aA04	17277886	17319044	N2
IV	WRM0629dG01	17283992	17318220	N2
IV	WRM066bG02	17290089	17322585	N2
IV	WRM0638bF02	17290802	17324744	N2
IV	WRM0612cD04	17293976	17326523	N2
IV	WRM0638bF01	17305001	17335531	N2
IV	WRM0629bC01	17308233	17348378	N2
IV	WRM064bD03	17312824	17343531	N2
IV	WRM0624dE02	17315638	17352689	N2
IV	WRM0617bC02	17315937	17349538	N2
IV	WRM067cC05	17317396	17352545	N2
IV	WRM0637cF11	17329662	17366812	N2
IV	WRM0628dA12	17337130	17374211	N2
IV	WRM0632cE07	17337765	17372547	N2
IV	WRM0629dG02	17356671	17391833	N2
IV	WRM0613aG09	17356675	17397540	N2
IV	WRM0619bA10	17359362	17392840	N2
IV	WRM0618bE06	17360518	17399495	N2
IV	WRM0612aB12	17382907	17416157	N2
IV	WRM0612bF04	17389844	17424712	N2
IV	WRM0636cH04	17399342	17437883	N2
IV	WRM065bF10	17406990	17441021	N2
IV	WRM0618aD09	17417441	17455315	N2
IV	WRM0623dH02	17421012	17454934	N2
IV	WRM0637aE08	17423462	17462904	N2
IV	WRM0616aD05	17427491	17460893	N2
IV	WRM067dG02	17431273	17471081	N2
IV	WRM069bD09	17435096	17469808	N2
IV	WRM063aC07	17437047	17470376	N2
IV	WRM0610bC10	17439344	17474023	N2
V	WRM0640bF03	29023	65963	N2
V	WRM0615aF07	31105	64573	N2
V	WRM0622bB02	37015	75120	N2
V	WRM0620dF11	37301	70686	N2
V	WRM0610cG05	49294	79788	N2
V	WRM066cE04	54282	88732	N2
V	WRM069dA02	62766	97994	N2
V	WRM0629cC03	103179	135341	N2
V	WRM0641cB08	108845	133207	N2
V	WRM0638aB09	122453	156177	N2
V	WRM0619aE12	147987	181587	N2
V	WRM0611bF08	223368	256790	N2
V	WRM0641aA09	228766	262672	N2
V	WRM0629dG05	241476	266247	N2
V	WRM0639cE10	265965	288350	N2
V	WRM0625dH08	266432	296316	N2
V	WRM0628bG08	266589	299114	N2
V	WRM061bF03	301143	331825	N2
V	WRM0620dD07	303294	327831	N2
V	WRM0623dF09	309972	346982	N2
V	WRM0625aE06	312163	345630	N2
V	WRM0625bD10	363074	394889	N2
V	WRM0632bD06	376899	418001	N2
V	WRM0613bB01	380106	414368	N2
V	WRM0630cH07	386089	422373	N2
V	WRM0622dB01	386837	422443	N2
V	WRM0640bC05	389465	421975	N2
V	WRM0639cC02	390805	427060	N2
V	WRM064aC08	391814	423370	N2
V	WRM063cH06	398004	430674	N2
V	WRM0640cG08	414837	450496	N2
V	WRM0625dH10	418101	450284	N2
V	WRM0633bE10	418270	454693	N2
V	WRM0621dE06	426381	456146	N2
V	WRM0612aH09	448259	483131	N2
V	WRM0638dA09	463639	499933	N2
V	WRM0626cF07	464882	497211	N2
V	WRM0630aB11	474984	512505	N2
V	WRM0611bB03	487249	518901	N2
V	WRM0631aF02	488268	520615	N2
V	WRM0620dA01	488482	523579	N2
V	WRM0622aE01	488880	520602	N2
V	WRM0624aG09	489892	525213	N2
V	WRM0638aH01	492660	524559	N2
V	WRM0621dC01	496498	533033	N2
V	WRM0630cC05	503498	540368	N2
V	WRM062dA04	504284	543475	N2
V	WRM0636bD01	506984	537588	N2
V	WRM0638bH02	508710	542252	N2
V	WRM0620bH01	512495	551319	N2
V	WRM0629cD05	518561	552064	N2
V	WRM061aC11	519023	548180	N2
V	WRM0636cF05	523351	554367	N2
V	WRM0620dC03	525887	560411	N2
V	WRM0612bG02	533571	563879	N2
V	WRM068cE10	539808	581853	N2
V	WRM062dB09	554382	587292	N2
V	WRM063aE10	569931	605026	N2
V	WRM069aD12	576782	613658	N2
V	WRM0615cD10	586840	619147	N2
V	WRM0628aD10	588413	625864	N2
V	WRM0622aA04	593524	629358	N2
V	WRM062bH06	613903	645791	N2
V	WRM0629cE08	614631	647009	N2
V	WRM0639dH11	614985	653633	N2
V	WRM0616dG06	623118	656238	N2
V	WRM0619cB01	624648	658117	N2
V	WRM0610cF07	630195	663490	N2
V	WRM066bD03	632672	664991	N2
V	WRM0614cE10	636247	668944	N2
V	WRM068cF05	637505	673153	N2
V	WRM0635cH09	640196	672504	N2
V	WRM069dH06	641959	678671	N2
V	WRM0613bE02	648337	684660	N2
V	WRM0625dG04	688139	722395	N2
V	WRM0641aB11	699446	731944	N2
V	WRM0619dC07	710351	743790	N2
V	WRM0610aD10	741825	776874	N2
V	WRM0612cA09	747948	779833	N2
V	WRM0633dB09	752109	784638	N2
V	WRM0641dH10	760550	795277	N2
V	WRM0636bG08	770746	804549	N2
V	WRM063dA02	776608	805745	N2
V	WRM0634dA07	776928	818463	N2
V	WRM0636dG03	783563	815590	N2
V	WRM0612cC02	788141	818924	N2
V	WRM0620aF06	788826	824096	N2
V	WRM0628aD09	792544	826946	N2
V	WRM0626aG03	797654	829239	N2
V	WRM0615cF05	799116	831674	N2
V	WRM0629aE05	846124	879553	N2
V	WRM0625dD04	847197	879973	N2
V	WRM0620bD03	869741	904028	N2
V	WRM0636cE12	889661	928728	N2
V	WRM0615cD01	1005499	1043093	N2
V	WRM0625bA08	1022352	1053198	N2
V	WRM068bC08	1027078	1057784	N2
V	WRM0640bH06	1027334	1063494	N2
V	WRM0636aH01	1043061	1078892	N2
V	WRM0637bG03	1047510	1085672	N2
V	WRM0619aH11	1104389	1131515	N2
V	WRM0613dF07	1109191	1138712	N2
V	WRM0632aF07	1133103	1166727	N2
V	WRM0625aC12	1145151	1178617	N2
V	WRM0617dB08	1224077	1255230	N2
V	WRM0638bF10	1232864	1260797	N2
V	WRM0627aD11	1236706	1269841	N2
V	WRM0639dD02	1250621	1279868	N2
V	WRM063aC02	1270908	1298746	N2
V	WRM0641cC05	1276557	1310551	N2
V	WRM064cA01	1301863	1334338	N2
V	WRM0619aE09	1302764	1335286	N2
V	WRM0615dD11	1309172	1342768	N2
V	WRM0625aF12	1318090	1341980	N2
V	WRM0638bE04	1323251	1356007	N2
V	WRM066aB12	1418577	1451658	N2
V	WRM0617aF09	1419472	1449332	N2
V	WRM0633bB06	1421935	1456486	N2
V	WRM0620aG07	1423015	1455508	N2
V	WRM063bE05	1426646	1466503	N2
V	WRM0617cC09	1430557	1461864	N2
V	WRM0616cE12	1433023	1468800	N2
V	WRM0621bE05	1435690	1468030	N2
V	WRM0631cG06	1436212	1471190	N2
V	WRM0633bE06	1446633	1478614	N2
V	WRM0613bD01	1452098	1486755	N2
V	WRM0611bF11	1462496	1496805	N2
V	WRM0610bB04	1466368	1501470	N2
V	WRM0616aA02	1474321	1506733	N2
V	WRM0641aF08	1477936	1506657	N2
V	WRM0633bH07	1530996	1564536	N2
V	WRM0634aE10	1537670	1572653	N2
V	WRM0614aC07	1544922	1578605	N2
V	WRM069dC04	1545812	1577606	N2
V	WRM0640bE02	1579143	1605340	N2
V	WRM0639cC06	1589671	1622887	N2
V	WRM0625dE08	1592610	1626372	N2
V	WRM067cC10	1611979	1638804	N2
V	WRM069bC09	1637748	1662500	N2
V	WRM0627bC11	1637998	1657157	N2
V	WRM0639bD07	1674192	1708711	N2
V	WRM066bE02	1685629	1717508	N2
V	WRM066aE02	1690329	1721030	N2
V	WRM066dE03	1732021	1767097	N2
V	WRM064cB06	1736127	1769956	N2
V	WRM066aG06	1772377	1809967	N2
V	WRM0622bB01	1794814	1828462	N2
V	WRM063dH10	1817223	1849767	N2
V	WRM0622bH01	1931412	1965824	N2
V	WRM066aF01	1934513	1971134	N2
V	WRM0630cF10	1955503	1991437	N2
V	WRM0638aE01	1960031	1994990	N2
V	WRM0619aD05	1971214	2002047	N2
V	WRM0641dA06	2004044	2041502	N2
V	WRM0613dD02	2006174	2041256	N2
V	WRM0615aD05	2006631	2043395	N2
V	WRM0627cA05	2017990	2058101	N2
V	WRM067aH08	2023962	2056575	N2
V	WRM0624cD07	2098065	2136894	N2
V	WRM0623aA09	2107321	2137878	N2
V	WRM0639dE09	2114782	2148400	N2
V	WRM063dA04	2114918	2149981	N2
V	WRM0622bF03	2115863	2150340	N2
V	WRM0631bG02	2140855	2177482	N2
V	WRM062cB01	2143032	2178778	N2
V	WRM065cE01	2154733	2190237	N2
V	WRM062bC12	2168155	2199798	N2
V	WRM0628aA03	2172769	2204283	N2
V	WRM0615cE02	2197281	2231423	N2
V	WRM0617bC05	2197440	2229195	N2
V	WRM0629aE11	2202093	2242219	N2
V	WRM0616dE12	2211798	2247722	N2
V	WRM0616cH09	2228884	2257565	N2
V	WRM0636bD06	2231876	2264202	N2
V	WRM0612bD01	2235341	2275690	N2
V	WRM0626dE08	2259901	2295895	N2
V	WRM067dF02	2282485	2315222	N2
V	WRM0628dC10	2285759	2316165	N2
V	WRM0628cH02	2478046	2512678	N2
V	WRM0630bA02	2488140	2522944	N2
V	WRM0616cC04	2495530	2529154	N2
V	WRM061cD02	2497145	2536185	N2
V	WRM066bH08	2497945	2534698	N2
V	WRM0618dD05	2508672	2543384	N2
V	WRM0615dH08	2521278	2555279	N2
V	WRM0637dG08	2544425	2579941	N2
V	WRM0618bG04	2546092	2583152	N2
V	WRM0636aG08	2549154	2580319	N2
V	WRM0640dF01	2559908	2595043	N2
V	WRM0629bB04	2560234	2594317	N2
V	WRM0635dA06	2563943	2596123	N2
V	WRM0637aH12	2567872	2605428	N2
V	WRM0615dB12	2570662	2597435	N2
V	WRM0634aG05	2590431	2623580	N2
V	WRM0630cA11	2590576	2630197	N2
V	WRM0634dE01	2602198	2632747	N2
V	WRM0617bC11	2633256	2657281	N2
V	WRM067cH09	2708997	2746677	N2
V	WRM0637aA05	2718794	2753445	N2
V	WRM0629cH06	2719264	2755650	N2
V	WRM0629cA09	2721561	2759843	N2
V	WRM0613bF03	2723016	2758744	N2
V	WRM0640bA07	2728952	2768001	N2
V	WRM0629bC09	2740334	2775739	N2
V	WRM0613dC03	2752057	2791125	N2
V	WRM069aF04	2761379	2793491	N2
V	WRM0641dF04	2761770	2790421	N2
V	WRM069bF10	2772842	2804497	N2
V	WRM0631cE04	2809670	2841726	N2
V	WRM0635bC09	2810161	2845790	N2
V	WRM064bE05	2812624	2839018	N2
V	WRM0634bB09	2822887	2858786	N2
V	WRM0617dH09	2830120	2864741	N2
V	WRM061dG11	2833036	2867504	N2
V	WRM0618aA02	2836837	2870681	N2
V	WRM065bC05	2840085	2875711	N2
V	WRM0630aF08	2846885	2876280	N2
V	WRM0627aC12	2848396	2887283	N2
V	WRM061aH11	2851796	2883355	N2
V	WRM0626aC04	2852475	2886250	N2
V	WRM0639bD12	2867360	2900125	N2
V	WRM0621aB03	2873444	2904846	N2
V	WRM0624dF02	2883002	2916478	N2
V	WRM062aE08	2888129	2922961	N2
V	WRM0636aF08	2894763	2932771	N2
V	WRM0634dD06	2896586	2933882	N2
V	WRM0633bB01	2909643	2940846	N2
V	WRM0634bC06	2921914	2954308	N2
V	WRM0614cD05	2922257	2959550	N2
V	WRM0612aH02	2924423	2957013	N2
V	WRM0613aB10	2927073	2962078	N2
V	WRM0610cH07	2934099	2974793	N2
V	WRM064aB12	2935865	2971822	N2
V	WRM0618dB06	2940223	2971255	N2
V	WRM0633bE07	2943574	2978339	N2
V	WRM0631cF06	2949322	2981803	N2
V	WRM061aA07	2961810	2992746	N2
V	WRM0640dD05	2966342	2998798	N2
V	WRM0630bE06	2981945	3011488	N2
V	WRM067dC02	2982150	3008795	N2
V	WRM064aG05	2984730	3016853	N2
V	WRM0641bC08	2991387	3024665	N2
V	WRM0633bC07	2992444	3020097	N2
V	WRM063dB06	2993603	3024608	N2
V	WRM0618aE11	2998052	3027594	N2
V	WRM0622dA04	2998472	3032672	N2
V	WRM067aE01	3002635	3036516	N2
V	WRM0614aB12	3008178	3042944	N2
V	WRM0622cA02	3017966	3053897	N2
V	WRM0623bG08	3024244	3057806	N2
V	WRM0615aE03	3028247	3067350	N2
V	WRM0638aC03	3038105	3070432	N2
V	WRM0624bG01	3038896	3071298	N2
V	WRM0627bA12	3050208	3082100	N2
V	WRM0632dD09	3062037	3093798	N2
V	WRM0624bE10	3070672	3099361	N2
V	WRM0624aE12	3072444	3099766	N2
V	WRM0614bD05	3074394	3101240	N2
V	WRM067aB03	3086168	3114878	N2
V	WRM0641dB07	3090992	3112669	N2
V	WRM0634bD12	3095608	3119499	N2
V	WRM0614dG07	3103157	3131305	N2
V	WRM0631bF02	3103169	3138551	N2
V	WRM0634cH10	3103541	3138684	N2
V	WRM0618cH05	3117858	3151545	N2
V	WRM0618dE01	3121531	3156929	N2
V	WRM0625aE10	3124751	3156115	N2
V	WRM0623aH07	3136345	3169882	N2
V	WRM0621cA01	3137404	3166312	N2
V	WRM0631cF04	3143466	3177696	N2
V	WRM0614dE03	3148407	3183055	N2
V	WRM0617cG07	3160491	3192945	N2
V	WRM0620cE03	3170005	3201796	N2
V	WRM0634dE10	3220881	3251613	N2
V	WRM068aD12	3239877	3273639	N2
V	WRM0638aF06	3254265	3285923	N2
V	WRM0629cA03	3268658	3301826	N2
V	WRM0626dE06	3275147	3313190	N2
V	WRM066dF03	3280641	3314740	N2
V	WRM0625bH08	3281882	3316659	N2
V	WRM062bE11	3293510	3325609	N2
V	WRM0620bC11	3313751	3355926	N2
V	WRM062cG09	3315271	3349604	N2
V	WRM065cE09	3319542	3357046	N2
V	WRM0632cC04	3320848	3353459	N2
V	WRM0621cG03	3322848	3358165	N2
V	WRM0612bE12	3323105	3358875	N2
V	WRM0630bA10	3324461	3359380	N2
V	WRM0615dE11	3329890	3362374	N2
V	WRM0622bG12	3331799	3365553	N2
V	WRM0635cF02	3331839	3368054	N2
V	WRM0622cG02	3332125	3366150	N2
V	WRM0619dC01	3332995	3365471	N2
V	WRM0617cD04	3333532	3365671	N2
V	WRM0627aE04	3337774	3372707	N2
V	WRM0612dF07	3340336	3368256	N2
V	WRM066bG04	3342925	3379866	N2
V	WRM0623cC08	3363397	3398826	N2
V	WRM0625bD08	3366486	3403186	N2
V	WRM0616cH08	3371433	3404155	N2
V	WRM0617aB08	3379225	3415946	N2
V	WRM0641cG01	3380914	3416141	N2
V	WRM0635cG11	3381686	3418023	N2
V	WRM063bH01	3386676	3420210	N2
V	WRM0630bB10	3386775	3418130	N2
V	WRM0641aH04	3391949	3426318	N2
V	WRM0627bF03	3393237	3424828	N2
V	WRM063dF05	3393862	3427330	N2
V	WRM0611dC07	3397514	3437694	N2
V	WRM0639aF05	3403504	3440507	N2
V	WRM061cH03	3403679	3440890	N2
V	WRM063aE05	3403897	3437303	N2
V	WRM069dB04	3407491	3432770	N2
V	WRM0619bB03	3407712	3435496	N2
V	WRM0639cB03	3427751	3446958	N2
V	WRM0640bH01	3432058	3454848	N2
V	WRM0613dE10	3434161	3456118	N2
V	WRM0621bF04	3437019	3468175	N2
V	WRM063cD02	3446046	3477007	N2
V	WRM0630bB11	3467107	3500887	N2
V	WRM0637dD03	3476375	3515462	N2
V	WRM0629bD04	3489528	3525860	N2
V	WRM0629bE06	3493991	3530179	N2
V	WRM0637cE08	3498050	3535813	N2
V	WRM0630cG03	3504179	3538803	N2
V	WRM0619cG03	3512136	3551295	N2
V	WRM0622cB01	3528268	3558818	N2
V	WRM0626bH11	3529330	3561480	N2
V	WRM0636bG12	3529745	3564721	N2
V	WRM0635aD05	3539108	3573016	N2
V	WRM0632cA02	3541328	3575407	N2
V	WRM0636cB11	3551094	3583175	N2
V	WRM068dH09	3575466	3609414	N2
V	WRM067cF10	3588196	3622654	N2
V	WRM0640cE12	3605817	3638030	N2
V	WRM0629cF07	3611056	3644806	N2
V	WRM0641cH03	3617573	3656090	N2
V	WRM0638cH05	3621202	3655798	N2
V	WRM0631bD05	3630877	3670669	N2
V	WRM0627bB03	3728886	3762622	N2
V	WRM0625dG06	3734659	3769477	N2
V	WRM069dG12	3736601	3772546	N2
V	WRM0619bC06	3761008	3796052	N2
V	WRM0639cA07	3761129	3792745	N2
V	WRM0634aG11	3765202	3800440	N2
V	WRM0638dC09	3765626	3803142	N2
V	WRM065dC07	3784040	3819238	N2
V	WRM0639cC01	3787349	3821590	N2
V	WRM0633cE04	3793717	3822429	N2
V	WRM062aG08	3798442	3837787	N2
V	WRM0640aC02	3801072	3832861	N2
V	WRM0634dB10	3804148	3840302	N2
V	WRM0639bG04	3817280	3855340	N2
V	WRM0638bE03	3838291	3871063	N2
V	WRM0637bH08	3847760	3881562	N2
V	WRM0631dH09	3860831	3890904	N2
V	WRM0633cD12	3865518	3898842	N2
V	WRM0617bB02	3875243	3912877	N2
V	WRM068bE10	3880747	3912299	N2
V	WRM0621bD03	3886307	3922249	N2
V	WRM0622bG01	3890579	3920520	N2
V	WRM069bF09	3890678	3928976	N2
V	WRM064dD09	3891117	3927192	N2
V	WRM065aF12	3893965	3926444	N2
V	WRM067dF05	3898962	3927498	N2
V	WRM0612aF08	3900905	3936124	N2
V	WRM0613bC05	3901699	3934166	N2
V	WRM0611bG02	3923719	3960345	N2
V	WRM069dA09	3923991	3958009	N2
V	WRM0621dB07	3936169	3972541	N2
V	WRM0615bD05	3943111	3979418	N2
V	WRM0631cC05	3943294	3975547	N2
V	WRM065aF04	3943339	3982455	N2
V	WRM0633bC08	3946534	3979856	N2
V	WRM0625aB01	3950402	3987336	N2
V	WRM0640dA04	3950867	3987775	N2
V	WRM062aA07	3957580	3995711	N2
V	WRM0634dH08	3966653	4002014	N2
V	WRM0622cC05	3968030	3998527	N2
V	WRM0624bG06	3985256	4019522	N2
V	WRM0625bC04	3989635	4025092	N2
V	WRM063aF01	3991837	4026119	N2
V	WRM0623cG01	3993083	4027831	N2
V	WRM0615dF07	3999620	4031413	N2
V	WRM063dD03	4001224	4037683	N2
V	WRM0623aC09	4006741	4043509	N2
V	WRM0641aH10	4012559	4046804	N2
V	WRM0630cC02	4027273	4061356	N2
V	WRM0638aB06	4030976	4070743	N2
V	WRM063dA08	4031324	4060075	N2
V	WRM0612dD12	4054029	4086983	N2
V	WRM0616cG10	4057386	4088579	N2
V	WRM0625dD01	4075046	4107544	N2
V	WRM0627bA08	4081954	4115642	N2
V	WRM0630aC11	4085527	4124162	N2
V	WRM068aA11	4086753	4117179	N2
V	WRM0628cE11	4088480	4123583	N2
V	WRM069cC12	4088784	4116509	N2
V	WRM0627cC01	4106750	4138786	N2
V	WRM0637aF10	4107264	4143403	N2
V	WRM0615cH02	4120074	4157377	N2
V	WRM0622dE02	4127627	4163972	N2
V	WRM0619bB04	4229983	4263785	N2
V	WRM0614dH03	4257341	4289397	N2
V	WRM0636cF06	4257718	4295399	N2
V	WRM0613bD08	4265422	4298729	N2
V	WRM0638cF08	4277752	4309774	N2
V	WRM0630bF06	4278260	4311926	N2
V	WRM0612aF01	4282462	4313833	N2
V	WRM0633aB08	4286825	4325980	N2
V	WRM0631bH08	4286860	4320134	N2
V	WRM0627bB02	4294458	4327184	N2
V	WRM0638bH09	4298006	4332968	N2
V	WRM0633cA08	4298878	4334221	N2
V	WRM063dG10	4304770	4333831	N2
V	WRM0622bB12	4307577	4336680	N2
V	WRM0634aF07	4326332	4356623	N2
V	WRM0614dB09	4327558	4361348	N2
V	WRM0625bG07	4332648	4361812	N2
V	WRM061cB07	4332861	4363820	N2
V	WRM0610aH10	4333717	4365775	N2
V	WRM0639cC04	4337022	4370173	N2
V	WRM0624bE09	4348699	4384217	N2
V	WRM0613dE01	4368843	4405321	N2
V	WRM0617bE03	4372410	4408620	N2
V	WRM0631aE09	4397694	4437618	N2
V	WRM0614cE11	4425620	4459825	N2
V	WRM0620cD05	4445967	4484543	N2
V	WRM0622bE02	4452499	4485309	N2
V	WRM0614bC06	4454831	4491040	N2
V	WRM0613cD11	4455282	4490283	N2
V	WRM0638dG05	4459700	4498440	N2
V	WRM0612bG09	4466066	4498239	N2
V	WRM0629aH06	4468527	4508614	N2
V	WRM061dC01	4478660	4512531	N2
V	WRM069bE03	4494886	4528462	N2
V	WRM065bG07	4498701	4530829	N2
V	WRM0631dF05	4507177	4543123	N2
